name,iso_country,municipality,iata_code
Las AmÃ©ricas International Airport,DO,Santo Domingo,SDQ
San Juan Airport,DO,San Juan,SJM
Cibao International Airport,DO,Santiago,STI
MÃ©douneu Airport,GQ,MÃ©douneu- Gabon,MDV
Loring International Airport,US,Limestone,LIZ
Melfi Airport,TD,Melfi,MEF
Ambohibary Airport,MG,Moramanga,OHB
Doany Airport,MG,Doany,DOA
Coban Airport,GT,Coban,CBV
Carmelita Airport,GT,Carmelita,CMM
Coatepeque Airport,GT,Coatepeque,CTF
Margarima Airport,PG,Margarima,MGG
La Aurora Airport,GT,Guatemala City,GUA
Huehuetenango Airport,GT,Huehuetenango,HUG
Matagorda Island Air Force Base,US,Matagorda Island,MGI
Melchor de Mencos Airport,GT,Melchor de Mencos,MCR
Manega Airport,GA,-,MGO
Manga Airport,PG,Manga Mission,MGP
Puerto Barrios Airport,GT,Puerto Barrios,PBR
PoptÃºn Airport,GT,PoptÃºn,PON
Santa Cruz del Quiche Airport,GT,Santa Cruz del Quiche,AQB
Quezaltenango Airport,GT,Quezaltenango,AAZ
Rubelsanto Airport,GT,Rubelsanto,RUV
Las Vegas Airport,GT,Rio Dulce,LCF
Retalhuleu Airport,GT,Retalhuleu,RER
San JosÃ© Airport,GT,Puerto San JosÃ©,GSJ
Mundo Maya International Airport,GT,San Benito,FRS
Ailuk Airport,MH,Ailuk Island,AIM
Aur Island Airport,MH,Aur Atoll,AUL
Enyu Airfield,MH,Bikini Atoll,BII
Ebadon Airport,MH,Ebadon Island,EBN
Jabot Airport,MH,Ailinglapalap Atoll,JAT
Jeh Airport,MH,Ailinglapalap Atoll,JEJ
Kaben Airport,MH,Kaben,KBT
Likiep Airport,MH,Likiep Island,LIK
Lae Island Airport,MH,Lae Island,LML
Maloelap Island Airport,MH,Maloelap Island,MAV
Mejit Atoll Airport,MH,Mejit Atoll,MJB
Majkin Airport,MH,Majkin,MJE
Namorik Atoll Airport,MH,Namorik Atoll,NDK
Rongelap Island Airport,MH,Rongelap Island,RNP
Tinak Airport,MH,Arno Atoll,TIC
Jaluit Airport,MH,Jabor Jaluit Atoll,UIT
Woja Airport,MH,Woja,WJA
Wotje Atoll Airport,MH,Wotje Atoll,WTE
Wotho Island Airport,MH,Wotho Island,WTO
Ahuas Airport,HN,Ahuas,AHS
Brus Laguna Airport,HN,Brus Laguna,BHG
Catacamas Airport,HN,Catacamas,CAA
Colon Airport,HN,Marcala,MRJ
Carta Airport,HN,La UniÃ³n,LUI
Coyoles Airport,HN,Coyoles,CYL
Cauquira Airport,HN,Cauquira,CDD
El ArrayÃ¡n Airport,HN,Olanchito,OAN
Celaque Airport,HN,Gracias,GAC
Iriona Airport,HN,Iriona,IRN
Jicalapa Airport,HN,Jicalapa,GUO
Jutigalpa airport,HN,Jutigalpa,JUT
Goloson International Airport,HN,La Ceiba,LCE
La Esperanza Airport,HN,La Esperanza,LEZ
RamÃ³n Villeda Morales International Airport,HN,San Pedro Sula,SAP
Hooker County Airport,US,Mullen,MHN
La Laguna Airport,HN,Guanaja,GJA
Palacios Airport,HN,Palacios,PCH
Puerto Lempira Airport,HN,Puerto Lempira,PEU
Juan Manuel Galvez International Airport,HN,Roatan Island,RTB
Santa Rosa de CopÃ¡n Airport,HN,Santa Rosa de CopÃ¡n,SDH
CopÃ¡n Ruinas Airport,HN,CopÃ¡n Ruinas,RUY
Coronel Enrique Soto Cano Air Base,HN,Comayagua,XPL
Tela Airport,HN,Tela,TEA
ToncontÃ­n International Airport,HN,Tegucigalpa,TGU
Trujillo Airport,HN,Trujillo,TJI
Sulaco Airport,HN,Sulaco,SCD
Utila Airport,HN,Utila Island,UII
Morehead Airport,PG,Morehead,MHY
Yoro Airport,HN,Yoro,ORO
Mainoru Airstrip,AU,Mainoru,MIZ
Moki Airport,PG,Moki,MJJ
Maganja da Costa Airport,MZ,Maganja,MJS
Boscobel Aerodrome,JM,Ocho Rios,OCJ
Norman Manley International Airport,JM,Kingston,KIN
Sangster International Airport,JM,Montego Bay,MBJ
Ken Jones Airport,JM,Ken Jones,POT
Malekolon Airport,PG,Babase Island,MKN
Negril Airport,JM,Negril,NEG
Tinson Pen Airport,JM,Tinson Pen,KTP
Mili Island Airport,MH,Mili Island,MIJ
Malalaua Airport,PG,Malalaua,MLQ
Hinthada Airport,MM,Hinthada,HEB
Cupul Airport,MX,Tizimin,TZM
General Juan N Alvarez International Airport,MX,Acapulco,ACA
Del Norte International Airport,MX,-,NTR
JesÃºs TerÃ¡n Paredo International Airport,MX,Aguascalientes,AGU
BahÃ­as de Huatulco International Airport,MX,Huatulco,HUX
Cananea National Airport,MX,Cananea,CNA
General Mariano Matamoros Airport,MX,-,CVJ
Ciudad AcuÃ±a New International Airport,MX,Ciudad AcuÃ±a,ACN
Ciudad del Carmen International Airport,MX,Ciudad del Carmen,CME
Nuevo Casas Grandes Airport,MX,-,NCG
Bachigualato Federal International Airport,MX,CuliacÃ¡n,CUL
Chetumal International Airport,MX,Chetumal,CTM
Ciudad ObregÃ³n International Airport,MX,Ciudad ObregÃ³n,CEN
San Antonio Copalar Airport,MX,ComitÃ¡n,CJT
Ingeniero Alberto AcuÃ±a Ongay International Airport,MX,Campeche,CPE
Abraham GonzÃ¡lez International Airport,MX,Ciudad JuÃ¡rez,CJS
Chichen Itza International Airport,MX,Chichen Itza,CZA
General Roberto Fierro Villalobos International Airport,MX,Chihuahua,CUU
General Pedro Jose Mendez International Airport,MX,Ciudad Victoria,CVM
Captain Rogelio Castillo National Airport,MX,Celaya,CYW
Cozumel International Airport,MX,Cozumel,CZM
Ciudad ConstituciÃ³n Airport,MX,Ciudad ConstituciÃ³n,CUA
Ciudad Mante National Airport,MX,Ciudad Mante,MMC
General Guadalupe Victoria International Airport,MX,Durango,DGO
Amado Nervo National Airport,MX,Tepic,TPQ
Ensenada International Airport / El Cipres Air Base,MX,Ensenada,ESE
Don Miguel Hidalgo Y Costilla International Airport,MX,Guadalajara,GDL
General JosÃ© MarÃ­a YÃ¡Ã±ez International Airport,MX,Guaymas,GYM
Guerrero Negro Airport,MX,Guerrero Negro,GUB
Tehuacan Airport,MX,-,TCN
General Ignacio P. Garcia International Airport,MX,Hermosillo,HMO
Licenciado Miguel de la Madrid Airport,MX,Colima,CLQ
Isla Mujeres Airport,MX,-,ISJ
Plan De Guadalupe International Airport,MX,Saltillo,SLW
Ixtepec Airport,MX,Ixtepec,IZT
El Lencero Airport,MX,Xalapa,JAL
Atizapan De Zaragoza Airport,MX,-,AZP
LÃ¡zaro CÃ¡rdenas Airport,MX,LÃ¡zaro CÃ¡rdenas,LZC
Valle del Fuerte International Airport,MX,Los Mochis,LMM
Del BajÃ­o International Airport,MX,Silao,BJX
Manuel MÃ¡rquez de LeÃ³n International Airport,MX,La Paz,LAP
Loreto International Airport,MX,Loreto,LTO
General Servando Canales International Airport,MX,Matamoros,MAM
Licenciado Manuel Crescencio Rejon Int Airport,MX,MÃ©rida,MID
Mulege Airport,MX,Mulege,MUG
General Rodolfo SÃ¡nchez Taboada International Airport,MX,Mexicali,MXL
General Francisco J. Mujica International Airport,MX,Morelia,MLM
MinatitlÃ¡n/Coatzacoalcos National Airport,MX,MinatitlÃ¡n,MTT
Monclova International Airport,MX,-,LOV
Licenciado Benito Juarez International Airport,MX,Mexico City,MEX
General Mariano Escobedo International Airport,MX,Monterrey,MTY
General Rafael Buelna International Airport,MX,MazatlÃ¡n,MZT
Nogales International Airport,MX,-,NOG
QuetzalcÃ³atl International Airport,MX,Nuevo Laredo,NLD
XoxocotlÃ¡n International Airport,MX,Oaxaca,OAX
El TajÃ­n National Airport,MX,Poza Rica,PAZ
Hermanos SerdÃ¡n International Airport,MX,Puebla,PBC
Piedras Negras International Airport,MX,-,PDS
Punta Colorada Airport,MX,La Ribera,PCO
Licenciado y General Ignacio Lopez Rayon Airport,MX,-,UPN
Palenque International Airport,MX,-,PQM
Licenciado Gustavo DÃ­az Ordaz International Airport,MX,Puerto Vallarta,PVR
Puerto Escondido International Airport,MX,Puerto Escondido,PXM
QuerÃ©taro Intercontinental Airport,MX,QuerÃ©taro,QRO
General Lucio Blanco International Airport,MX,Reynosa,REX
San Cristobal de las Casas Airport,MX,San Cristobal de las Casas,SZT
Los Cabos International Airport,MX,San JosÃ© del Cabo,SJD
San Felipe International Airport,MX,Mexicali,SFH
Santa Lucia Air Force Base,MX,Reyes Acozac,NLU
Ponciano Arriaga International Airport,MX,San Luis PotosÃ­,SLP
Francisco Sarabia International Airport,MX,TorreÃ³n,TRC
Angel Albino Corzo International Airport,MX,Tuxtla GutiÃ©rrez,TGZ
General Abelardo L. RodrÃ­guez International Airport,MX,Tijuana,TIJ
General Francisco Javier Mina International Airport,MX,Tampico,TAM
Tamuin Airport,MX,-,TSL
Licenciado Adolfo Lopez Mateos International Airport,MX,Toluca,TLC
Tapachula International Airport,MX,Tapachula,TAP
CancÃºn International Airport,MX,CancÃºn,CUN
Mal Airport,PG,Mal Island,MMV
Carlos Rovirosa PÃ©rez International Airport,MX,Villahermosa,VSA
General Heriberto Jara International Airport,MX,Veracruz,VER
General Leobardo C. Ruiz International Airport,MX,Zacatecas,ZCL
Ixtapa Zihuatanejo International Airport,MX,Ixtapa,ZIH
Zamora Airport,MX,-,ZMM
Playa De Oro International Airport,MX,Manzanillo,ZLO
Mandalgobi Airport,MN,Mandalgobi,MXW
Bluefields Airport,NI,Bluefileds,BEF
San Pedro Airport,NI,Bonanza,BZA
Costa Esmeralda Airport,NI,Tola,ECI
Corn Island,NI,Corn Island,RNI
Augusto C. Sandino (Managua) International Airport,NI,Managua,MGA
Nueva Guinea Airport,NI,Nueva Guinea,NVG
Maron Island Airport,PG,Hermit Islands,MNP
Puerto Cabezas Airport,NI,Puerto Cabezas,PUZ
Rosita Airport,NI,La Rosita,RFS
San Carlos,NI,San Carlos,NCR
Siuna,NI,Siuna,SIU
Waspam Airport,NI,Waspam,WSP
Maleo Airport,ID,Morowali,MOH
Capt Justiniano Montenegro Airport,PA,Pedasi,PDM
Bocas Del Toro International Airport,PA,Isla ColÃ³n,BOC
Alonso Valderrama Airport,PA,ChitrÃ©,CTD
Cap Manuel NiÃ±o International Airport,PA,Changuinola,CHX
Enrique Malek International Airport,PA,David,DAV
Enrique Adolfo Jimenez Airport,PA,ColÃ³n,ONX
Makini Airport,PG,Makini,MPG
Panama Pacific International Airport,PA,PanamÃ¡ City,BLB
Mamitupo Airport,PA,Mamitupo,MPI
JaquÃ© Airport,PA,JaquÃ©,JQE
Captain Ramon Xatruch Airport,PA,La Palma,PLP
Marcos A. Gelabert International Airport,PA,Albrook,PAC
Puerto Obaldia Airport,PA,Puerto Obaldia,PUE
Scarlett Martinez International Airport,PA,RÃ­o Hato,RIH
Ruben Cantu Airport,PA,Santiago,SYP
Tocumen International Airport,PA,Tocumen,PTY
Mapua(Mabua) Airport,PG,Tatau Island,MPU
El Porvenir Airport,PA,El Porvenir,PVE
San Blas Airport,PA,Wannukandi,NBL
Miyanmin Airport,PG,Miyanmin,MPX
Malam Airport,PG,Malam,MQO
Arenal Airport,CR,La Fortuna/San Carlos,FON
Aerotortuguero Airport,CR,Roxana,TTQ
Buenos Aires Airport,CR,Punta Arenas,BAI
Barra del Colorado Airport,CR,Pococi,BCL
Coto 47 Airport,CR,Corredores,OTR
Chacarita Airport,CR,Puntarenas,JAP
Playa Samara/Carrillo Airport,CR,Carrillo,PLD
Drake Bay Airport,CR,Puntarenas,DRK
Flamingo Airport,CR,Brasilito,FMG
Golfito Airport,CR,Golfito,GLF
Guapiles Airport,CR,Pococi,GPL
Islita Airport,CR,Nandayure,PBP
Daniel Oduber Quiros International Airport,CR,Liberia,LIR
Los Chiles Airport,CR,Los Chiles,LSL
Limon International Airport,CR,Puerto Limon,LIO
Mojica Airport,CR,CaÃ±as,CSC
Guanacaste Airport,CR,Nicoya/Guanacate,NCT
Nosara Airport,CR,Nicoya,NOB
Juan Santamaria International Airport,CR,San Jose,SJO
Puerto Jimenez Airport,CR,Puerto Jimenez,PJM
Palmar Sur Airport,CR,Palmar Sur,PMZ
Tobias Bolanos International Airport,CR,San Jose,SYQ
Quepos Managua Airport,CR,Quepos,XQP
Rio Frio / Progreso Airport,CR,Rio Frio / Progreso,RFR
San Isidro del General Airport,CR,PÃ©rez ZeledÃ³n,IPZ
San Vito De Java Airport,CR,Coto Brus,TOO
Moroak Airport,AU,Moroak,MRT
Tamarindo Airport,CR,Tamarindo,TNO
Tambor Airport,CR,Nicoya,TMU
Upala Airport,CR,Upala,UPL
Marigot Seaplane Base,MF,Saint Martin,MSB
MonseÃ±or Ãscar Arnulfo Romero International Airport,SV,San Salvador (San Luis Talpa),SAL
Les Cayes Airport,HT,Les Cayes,CYA
Cap Haitien International Airport,HT,Cap Haitien,CAP
Metro Field,US,Fairbanks,MTX
Jacmel Airport,HT,Jacmel,JAK
JÃ©rÃ©mie Airport,HT,Jeremie,JEE
Toussaint Louverture International Airport,HT,Port-au-Prince,PAP
Port-de-Paix Airport,HT,Port-de-Paix,PAX
Montepuez Airport,MZ,Montepuez,MTU
Gustavo Rizo Airport,CU,Baracoa,BCA
Las Brujas Airport,CU,Cayo Santa Maria,BWW
Carlos Manuel de Cespedes Airport,CU,Bayamo,BYM
Maximo Gomez Airport,CU,Ciego de Avila,AVI
Jardines Del Rey Airport,CU,Cayo Coco,CCC
Jaime Gonzalez Airport,CU,Cienfuegos,CFG
Vilo AcuÃ±a International Airport,CU,Cayo Largo del Sur,CYO
Ignacio Agramonte International Airport,CU,Camaguey,CMW
ColÃ³n Airport,CU,ColÃ³n,QCO
Antonio Maceo International Airport,CU,Santiago,SCU
Leeward Point Field,CU,Guantanamo Bay Naval Station,NBW
Mariana Grajales Airport,CU,GuantÃ¡namo,GAO
JosÃ© MartÃ­ International Airport,CU,Havana,HAV
Frank Pais International Airport,CU,Holguin,HOG
Kawama Airport,CU,Varadero,VRO
La Coloma Airport,CU,Pinar del Rio,LCL
Punta de Maisi Airport,CU,Maisi,UMA
Mayajigua Airport,CU,Mayajigua,MJG
Orestes Acosta Airport,CU,Moa,MOA
Sierra Maestra Airport,CU,Manzanillo,MZO
San Nicolas De Bari Airport,CU,San NicolÃ¡s,QSN
Nicaro Airport,CU,Nicaro,ICR
Rafael Cabrera Airport,CU,Nueva Gerona,GER
Playa Baracoa Airport,CU,Havana,UPB
Pinar Del Rio Airport,CU,Pinar del Rio,QPD
Abel Santamaria Airport,CU,Santa Clara,SNU
San Julian Air Base,CU,Pinar Del Rio,SNJ
Siguanea Airport,CU,Isla de la Juventud,SZJ
Sancti Spiritus Airport,CU,Sancti Spiritus,USS
Alberto Delgado Airport,CU,Trinidad,TND
Juan Gualberto Gomez International Airport,CU,Varadero,VRA
Hermanos Ameijeiras Airport,CU,Las Tunas,VTU
Manetai Airport,PG,Manetai,MVI
Gerrard Smith International Airport,KY,Cayman Brac,CYB
Edward Bodden Airfield,KY,Little Cayman,LYB
Owen Roberts International Airport,KY,Georgetown,GCM
Motswari Airport,ZA,Motswari Private Game Reserve,MWR
Abreojos Airport,MX,Abreojos,AJS
Pablo L. Sidar Airport,MX,ApatzingÃ¡n,AZG
Playa del Carmen Airport,MX,Solidaridad,PCM
Punta Chivato Airport,MX,Punta Chivato,PCV
Salina Cruz Naval Air Station,MX,Salina Cruz,SCX
San Ignacio Airport,MX,San Ignacio,SGM
Tulum Naval Air Station,MX,Tulum,TUY
San Luis RÃ­o Colorado Airport,MX,San Luis RÃ­o Colorado,UAC
Ãlamos Airport,MX,Ãlamos,XAL
Monticello Airport,US,Monticello,MXC
Mindik Airport,PG,Mindik,MXK
Moussoro Airport,TD,Moussoro,MXR
Genting Airport,MY,Genting,GTB
Sungei Tekai Airport,MY,Sungei Tekai,GTK
Long Banga Airport,MY,Long Banga,LBP
Long Lama Airport,MY,Long Lama,LLM
Mostyn Airport,MY,Mostyn,MZS
Sipitang Airport,MY,Sipitang,SPT
Clarence A. Bain Airport,BS,Mangrove Cay,MAY
Andros Town Airport,BS,-,ASD
Congo Town Airport,BS,Andros,TZN
Leonard M Thompson International Airport,BS,Marsh Harbour,MHH
San Andros Airport,BS,Andros Island,SAQ
Spring Point Airport,BS,Spring Point,AXP
Treasure Cay Airport,BS,Treasure Cay,TCB
Abaco I Walker C Airport,BS,-,WKR
Chub Cay Airport,BS,-,CCZ
Great Harbour Cay Airport,BS,Bullocks Harbour,GHC
South Bimini Airport,BS,South Bimini,BIM
Arthur's Town Airport,BS,Arthur's Town,ATC
New Bight Airport,BS,Cat Island,TBI
Cat Cay Airport,BS,North Cat Cay,CXY
Colonel Hill Airport,BS,Colonel Hill,CRI
Pitts Town Airport,BS,Pitts Town,PWN
Exuma International Airport,BS,George Town,GGT
North Eleuthera Airport,BS,North Eleuthera,ELH
Governor's Harbour Airport,BS,Governor's Harbour,GHB
Normans Cay Airport,BS,-,NMC
Rock Sound Airport,BS,Rock Sound,RSD
Staniel Cay Airport,BS,-,TYM
Grand Bahama International Airport,BS,Freeport,FPO
Auxiliary Airfield,BS,Grand Bahama,GBI
West End Airport,BS,West End,WTD
Inagua Airport,BS,Matthew Town,IGA
May Creek Airport,US,May Creek,MYK
Deadman's Cay Airport,BS,Deadman's Cay,LGI
Stella Maris Airport,BS,Stella Maris,SML
Mayaguana Airport,BS,Abrahams Bay,MYG
Lynden Pindling International Airport,BS,Nassau,NAS
Nassau Paradise Island Airport,BS,Nassau,PID
Duncan Town Airport,BS,-,DCT
Rum Cay Airport,BS,-,RCY
Moyale Airport,ET,Moyale,MYS
San Salvador Airport,BS,San Salvador,ZSA
Menyamya Airport,PG,Menyamya,MYX
Cape Eleuthera Airport,BS,Cape Eleuthera,CEL
Magaruque Airport,MZ,Magaruque Island,MFW
Paradise Island Airport,MZ,Santa Carolina,NTC
Ibo Airport,MZ,Ibo,IBO
ChokwÃ© Airport,MZ,ChokwÃ©,TGS
Philip S. W. Goldson International Airport,BZ,Belize City,BZE
Manatee Airport,BZ,-,MZE
San Ignacio Town (Maya Flats) Airstrip,BZ,Maya Flats,CYD
Griswold Airport,US,Madison,MPE
Ine Airport,MH,Arno Atoll,IMI
Bagani Airport,NA,Bagani,BQI
Changbaishan Airport,CN,Baishan,NBS
Aitutaki Airport,CK,Aitutaki,AIT
Enua Airport,CK,Atiu Island,AIU
Mangaia Island Airport,CK,Mangaia Island,MGS
Manihiki Island Airport,CK,Manihiki Island,MHX
Mauke Airport,CK,Mauke Island,MUK
Mitiaro Island Airport,CK,Mitiaro Island,MOI
Pukapuka Island Airport,CK,Pukapuka Atoll,PZK
Tongareva Airport,CK,Penrhyn Island,PYE
Rarotonga International Airport,CK,Avarua,RAR
Namudi Airport,PG,Namudi,NDI
Nadunumu Airport,PG,Nadunumu,NDN
Browns Airport,US,Weeping Water,EPG
Biaugunu Airport,FJ,Saqani- Cakaudrove,AQS
Cicia Airport,FJ,Cicia,ICI
Castaway Island Seaplane Base,FJ,Castaway Island,CST
Nadi International Airport,FJ,Nadi,NAN
Malolo Lailai Island Airport,FJ,Malolo Lailai Island,PTF
Rabi Island Airport,FJ,Rabi Island,RBI
Vunisea Airport,FJ,Vunisea,KDV
Mana Island Airport,FJ,Mana Island,MNF
Moala Airport,FJ,Moala,MFJ
Nausori International Airport,FJ,Nausori,SUV
Levuka Airfield,FJ,Bureta,LEV
Ngau Airport,FJ,Ngau,NGI
Laucala Island Airport,FJ,Laucala Island,LUC
Lakeba Island Airport,FJ,Lakeba Island,LKB
Labasa Airport,FJ,-,LBS
Matei Airport,FJ,Matei,TVU
Koro Island Airport,FJ,Koro Island,KXF
Rotuma Airport,FJ,Rotuma,RTA
Savusavu Airport,FJ,Savusavu,SVU
Bui-Dama Airport,FJ,Bua,BVF
Vatukoula Airport,FJ,Vatukoula,VAU
Wakaya Island Airport,FJ,Wakaya Island,KAY
Ono-i-Lau Airport,FJ,Ono-i-Lau,ONU
Yasawa Island Airport,FJ,Yasawa Island,YAS
Kaufana Airport,TO,Eua Island,EUA
Fua'amotu International Airport,TO,Nuku'alofa,TBU
Lifuka Island Airport,TO,Lifuka,HPA
Mata'aho Airport,TO,Angaha- Niuafo'ou Island,NFO
Kuini Lavenia Airport,TO,Niuatoputapu,NTT
Vava'u International Airport,TO,Vava'u Island,VAV
Turtle Island Seaplane Base,FJ,Nanuya Levu Island,TTL
Vanua Balavu Airport,FJ,Vanua Balavu,VBV
Vatulele Airport,FJ,Vatulele,VTF
Gombe Lawanti International Airport,NG,Gombe,GMO
Port Harcourt City Airport,NG,Port Harcourt,PHG
Warri Airport,NG,Warri,QRW
Abaiang Airport,KI,Abaiang,ABF
Beru Airport,KI,Beru,BEZ
Funafuti International Airport,TV,Funafuti,FUN
Kuria Airport,KI,Kuria,KUC
Maiana Airport,KI,Maiana,MNK
Marakei Airport,KI,Marakei,MZK
Makin Island Airport,KI,Makin Island,MTK
Nikunau Airport,KI,Nikunau,NIG
Onotoa Airport,KI,Onotoa,OOT
Bonriki International Airport,KI,Tarawa,TRW
Abemama Atoll Airport,KI,Abemama Atoll,AEA
Tabiteuea North Airport,KI,-,TBF
Tamana Island Airport,KI,Tamana Island,TMN
Nonouti Airport,KI,Nonouti,NON
Arorae Island Airport,KI,Arorae Island,AIS
Tabiteuea South Airport,KI,Tabiteuea South,TSU
Butaritari Atoll Airport,KI,Butaritari Atoll,BBG
Aranuka Airport,KI,Buariki,AAK
Niokolo-Koba Airport,SN,Niokolo-Koba National Park,NIK
Niue International Airport,NU,Alofi,IUE
Sinak Airport,ID,Sinak,NKD
Ninglang Luguhu Airport,CN,Ninglang,NLH
Pointe Vele Airport,WF,Futuna Island,FUT
Hihifo Airport,WF,Wallis Island,WLS
Industrial Airpark,US,Hobbs,HBB
Nangade Airport,MZ,Nangade,NND
Nomad River Airport,PG,Nomad River,NOM
Naoro Airport,PG,Naoro Vilage,NOO
Mountain Airport,NP,Mountain,MWP
Nipa Airport,PG,Nipa,NPG
NASA Crows Landing Airport,US,Crows Landing,NRC
Newry Airport,AU,Newry,NRY
Ofu Village Airport,AS,Ofu Village,OFU
Asau Airport,WS,Asau,AAU
Faleolo International Airport,WS,Apia,APW
Fagali'i Airport,WS,Apia,FGI
Fitiuta Airport,AS,Fitiuta Village,FTI
Maota Airport,WS,Maota,MXS
Pago Pago International Airport,AS,Pago Pago,PPG
Natadola Airport,FJ,Mbatiri,NTA
Faa'a International Airport,PF,Papeete,PPT
Rimatara Airport,PF,Rimatara Island,RMT
Rurutu Airport,PF,-,RUR
Tubuai Airport,PF,-,TUB
Raivavae Airport,PF,-,RVV
Anaa Airport,PF,-,AAA
Fangatau Airport,PF,-,FGU
Tikehau Airport,PF,-,TIH
Apataki Airport,PF,Apataki,APK
Reao Airport,PF,-,REA
Fakarava Airport,PF,-,FAV
Hikueru Atoll Airport,PF,Hikueru Atoll,HHZ
Manihi Airport,PF,-,XMH
Totegegie Airport,PF,-,GMR
Kaukura Airport,PF,-,KKR
Makemo Airport,PF,-,MKP
Napuka Island Airport,PF,Napuka Island,NAU
Tatakoto Airport,PF,Tatakoto,TKV
Puka Puka Airport,PF,-,PKP
Pukarua Airport,PF,Pukarua,PUK
Takapoto Airport,PF,-,TKP
Arutua Airport,PF,-,AXR
Mataiva Airport,PF,-,MVT
Nukutavake Airport,PF,Nukutavake,NUK
Tureia Airport,PF,-,ZTA
Ahe Airport,PF,Ahe Atoll,AHE
Kauehi Airport,PF,Kauehi,KHZ
Faaite Airport,PF,-,FAC
Fakahina Airport,PF,Fakahina,FHZ
Aratika Nord Airport,PF,-,RKA
Takume Airport,PF,Takume,TJN
Naiu Airport,PF,Naiu Atoll,NIU
Raroia Airport,PF,-,RRR
Takaroa Airport,PF,-,TKX
Katiu Airport,PF,Katiu,KXU
Nukutepipi Airport,PF,Nukutepipi,NKP
Nuku Hiva Airport,PF,-,NHV
Hiva Oa-Atuona Airport,PF,Hiva Oa Island,AUQ
Ua Pou Airport,PF,Ua Pou,UAP
Ua Huka Airport,PF,Ua Huka,UAH
Bora Bora Airport,PF,Motu Mute,BOB
Tetiaroa Airport,PF,Tetiaroa,TTI
Rangiroa Airport,PF,-,RGI
Huahine-Fare Airport,PF,Fare,HUH
Moorea Airport,PF,-,MOZ
Hao Airport,PF,-,HOI
Maupiti Airport,PF,-,MAU
Raiatea Airport,PF,Uturoa,RFP
Tupai Airport,PF,Tupai Atoll,TPX
Mururoa Atoll Airport,PF,Mururoa Atoll,UOA
Vahitahi Airport,PF,Vahitahi,VHZ
Castlereagh Lake Seaplane Base,LK,Hatton,NUF
Nuguria Airstrip,PG,Nuguria Island,NUG
Yucca Airstrip,US,Mercury,UCC
Mota Lava Airport,VU,Ablow,MTV
Sola Airport,VU,Sola,SLH
Torres Airstrip,VU,Loh/Linua,TOH
Siwo Airport,VU,Emae Island,EAE
Craig Cove Airport,VU,Craig Cove,CCV
Longana Airport,VU,Longana,LOD
Sara Airport,VU,Pentecost Island,SSR
Tavie Airport,VU,Paama Island,PBJ
Lamap Airport,VU,Lamap,LPM
Lamen Bay Airport,VU,Lamen Bay,LNB
Maewo-Naone Airport,VU,Maewo Island,MWF
Lonorore Airport,VU,Lonorore,LNE
Norsup Airport,VU,Norsup,NUS
Gaua Island Airport,VU,Gaua Island,ZGU
Redcliffe Airport,VU,Redcliffe,RCL
Santo Pekoa International Airport,VU,Luganville,SON
Tongoa Airport,VU,Tongoa Island,TGH
UlÃ©i Airport,VU,Ambryn Island,ULB
Valesdir Airport,VU,Epi Island,VLS
Walaha Airport,VU,Walaha,WLH
Southwest Bay Airport,VU,Malekula Island,SWJ
North West Santo Airport,VU,Olpoi,OLJ
Aneityum Airport,VU,Anatom Island,AUY
Aniwa Airport,VU,Aniwa,AWD
Dillon's Bay Airport,VU,Dillon's Bay,DLY
Futuna Airport,VU,Futuna Island,FTA
Ipota Airport,VU,Ipota,IPA
Quion Hill Airport,VU,Quion Hill,UIQ
Bauerfield International Airport,VU,Port Vila,VLI
Tanna Airport,VU,-,TAH
Nowata Airport,PG,Nowata,NWT
Tiga Airport,NC,Tiga,TGJ
Ãle Art - Waala Airport,NC,Waala,BMY
KonÃ© Airport,NC,KonÃ©,KNQ
Ãle des Pins Airport,NC,Ãle des Pins,ILP
Nesson Airport,NC,Houailou,HLU
Koumac Airport,NC,Koumac,KOC
Lifou Airport,NC,Lifou,LIF
NoumÃ©a Magenta Airport,NC,NoumÃ©a,GEA
Edmond CanÃ© Airport,NC,Ãle Ouen,IOU
Poum Airport,NC,Poum,PUV
Mueo Airport,NC,Mueo,PDC
MarÃ© Airport,NC,MarÃ©,MEE
Touho Airport,NC,Touho,TOU
OuvÃ©a Airport,NC,OuvÃ©a,UVE
La Tontouta International Airport,NC,NoumÃ©a,NOU
Auckland International Airport,NZ,Auckland,AKL
Taupo Airport,NZ,Taupo,TUO
Ardmore Airport,NZ,Manurewa,AMZ
Ashburton Aerodrome,NZ,-,ASG
Christchurch International Airport,NZ,Christchurch,CHC
Chatham Islands-Tuuta Airport,NZ,Waitangi,CHT
Coromandel Aerodrome,NZ,-,CMV
Dargaville Aerodrome,NZ,-,DGR
Dunedin Airport,NZ,Dunedin,DUD
Franz Josef Aerodrome,NZ,-,WHO
Great Barrier Aerodrome,NZ,Claris,GBZ
Greymouth Airport,NZ,-,GMN
Gisborne Airport,NZ,Gisborne,GIS
Glentanner Airport,NZ,Glentanner Station,GTN
Hokitika Airfield,NZ,-,HKK
